3360 0.8585
3890 0.4970
4210 0.3708
4550 0.2925
4920 0.2519
5270 0.2360
5795 0.2124
6075 0.1931
6660 0.1465
7050 0.1173
7215 0.1069
7490 0.0935
8020 0.0855
8480 0.0909
9190 0.0961
9745 0.0752
